,text_lenght,links,lang_links,titles,sections,back_links,categories
1637,265,40,0,9,3,9,9
1638,165,234,21,23,1,218,9
1639,1713,696,2,27,7,85,9
1640,2116,23,1,16,5,13,9
1641,128,29,15,17,0,8,11
1642,6809,206,23,15,7,369,13
1643,0,0,0,12,0,14,0
1644,8927,118,12,11,8,123,36
1645,12191,190,0,22,5,142,8
1646,964,197,10,33,2,196,8
1647,9898,113,0,18,8,15,13
1648,4920,76,0,37,6,150,19
1649,2521,56,7,24,5,7,27
1650,1356,27,0,22,2,13,10
1651,13943,255,34,22,7,3,23
1652,1920,25,0,21,3,45,12
1653,11455,489,1,14,9,4,14
1654,598,10,1,14,0,5,4
1655,4076,15,0,29,4,70,5
1656,4297,47,7,21,4,22,25
1657,708,7,0,13,2,5,5
1658,1040,13,8,26,2,2,10
1659,3982,117,1,21,3,93,9
1660,198,22,3,22,0,3,9
1661,2009,440,5,40,3,244,12
1662,1314,126,7,10,5,198,22
1663,3922,63,2,24,5,66,34
1664,475,53,0,13,4,0,14
1665,1611,278,2,14,3,235,12
1666,936,79,17,14,6,69,22
1667,605,42,0,32,2,30,12
1668,417,5,1,15,0,6,5
1669,1960,67,3,21,1,51,12
1670,2965,108,2,25,5,114,26
1671,43863,274,59,23,11,12,28
1672,6399,50,6,12,8,180,23
1673,9892,69,0,19,6,53,7
1674,853,11,0,13,3,11,6
1675,528,12,0,26,4,11,5
1676,44643,265,90,16,10,872,19
1677,5357,54,1,24,3,32,16
1678,913,45,5,18,1,5,9
1679,1874,33,1,34,3,37,18
1680,4573,358,25,36,6,11,22
1681,463,35,1,23,3,24,11
1682,2248,26,0,26,9,41,7
1683,320,19,4,25,2,1,7
1684,679,34,0,10,1,2,4
1685,0,0,0,28,0,0,0
1686,1290,37,4,21,4,11,6
1687,2422,80,0,24,5,17,15
1688,707,96,2,21,2,79,18
1689,2021,150,3,16,5,157,6
1690,2362,170,0,16,6,298,12
1691,20925,605,25,16,9,904,33
1692,5325,100,3,14,6,89,27
1693,26169,399,1,28,13,320,16
1694,6561,53,2,20,7,21,9
1695,470,25,4,10,0,2,15
1696,860,74,1,20,4,56,11
1697,1081,5,9,16,4,13,7
1698,1821,33,0,40,1,4,10
1699,103,4,0,11,0,6,4
1700,636,267,12,38,6,268,7
1701,149,4,5,7,0,7,4
1702,3209,88,15,17,6,81,16
1703,3073,74,1,25,3,0,1
1704,2104,158,1,26,6,98,6
1705,779,16,0,36,2,5,13
1706,127620,2189,21,38,21,2,28
1707,2837,46,0,26,3,22,10
1708,8022,109,7,12,6,99,18
1709,7800,105,16,4,9,99,4
1710,3079,110,19,21,2,392,4
1711,3212,66,1,12,6,59,17
1712,1760,185,43,19,6,328,15
1713,468,209,5,35,3,2,16
1714,2836,28,2,19,4,12,6
1715,2383,8,0,18,0,20,2
1716,0,0,0,54,0,0,0
1717,4946,47,1,34,4,6,13
1718,2264,44,29,8,6,15,4
1719,4023,149,1,47,6,0,6
1720,401,63,6,5,0,53,8
1721,3189,670,1,55,107,29045,13
1722,1315,32,1,29,4,10,21
1723,1417,328,2,11,5,225,14
1724,529,34,2,20,2,2,8
1725,4852,44,3,8,6,75,15
1726,940,20,2,11,2,6,6
1727,194,27,4,17,0,3,7
1728,953,46,0,12,3,38,9
1729,2147,30,0,14,2,6,9
1730,891,12,4,12,2,31,17
1731,1304,32,2,18,4,13,16
1732,35443,405,28,21,9,51,44
1733,5353,207,1,51,7,81,6
1734,4043,78,17,16,7,51,23
1735,0,0,0,16,0,0,0
1736,13872,193,2,12,11,16,16
1737,4738,32,0,44,3,13,4
1738,798,210,0,41,4,143,8
1739,203,8,1,14,0,2,4
1740,3631,70,1,14,5,3,11
1741,10079,236,67,12,8,365,47
1742,7351,73,4,25,7,27,33
1743,646,62,0,36,2,7,6
1744,2719,152,0,41,5,124,2
1745,3824,84,0,34,9,61,10
1746,197,6,9,11,0,5,5
1747,24681,474,0,47,6,378,4
1748,1241,48,0,34,1,29,4
1749,901,14,3,10,1,8,4
1750,1524,224,7,16,1,181,12
1751,0,0,0,30,0,7,0
1752,0,0,0,29,0,0,0
1753,346,170,5,20,3,0,7
1754,2592,64,2,25,4,39,11
1755,1038,13,0,20,2,5,12
1756,327,31,8,22,0,10,16
1757,1819,64,3,18,4,13,17
1758,2018,42,8,13,3,31,9
1759,1288,50,5,21,2,47,11
1760,1131,79,5,11,2,7,7
1761,1499,144,8,20,3,101,22
1762,74,4,0,13,0,9,4
1763,779,26,0,28,2,2,7
1764,19350,778,23,13,7,1355,21
1765,456,114,2,7,0,0,8
1766,697,944,1,7,2,952,12
1767,1790,69,22,30,2,13,14
1768,1788,24,1,15,1,8,8
1769,13867,1023,7,9,8,59,13
1770,698,9,2,20,2,18,7
1771,2014,27,1,22,3,32,12
1772,34224,403,15,21,13,645,14
1773,5947,151,4,13,6,31,1
1774,194,30,5,24,1,19,13
1775,1218,16,0,15,0,6,7
1776,0,0,0,70,0,0,0
1777,17697,41,2,22,10,10,8
1778,1658,101,3,16,4,8,9
1779,2633,25,0,14,3,8,6
1780,0,0,0,25,0,0,0
1781,1007,134,5,27,5,28,12
1782,1564,44,9,7,3,41,7
1783,7780,178,3,37,3,78,6
1784,10034,626,0,16,5,4,7
1785,968,365,12,7,3,545,5
1786,715,14,3,9,2,27,9
1787,2538,217,8,29,3,61,21
1788,10258,102,1,27,4,55,13
1789,6620,72,31,10,7,15,45
1790,0,0,0,28,0,0,0
1791,174,26,2,19,0,6,10
1792,351,10,0,11,1,5,5
1793,1558,189,0,30,4,297,3
1794,1394,73,8,20,2,62,2
1795,744,174,5,13,1,104,13
1796,2886,29,0,19,4,15,11
1797,1552,14,0,20,1,11,12
1798,0,0,0,23,0,0,0
1799,7880,263,10,45,10,80,25
1800,741,78,4,13,5,12,18
1801,5169,50,0,19,4,31,28
1802,4966,40,1,24,3,11,23
1803,338,45,4,7,0,37,9
1804,4702,24,1,12,6,10,14
1805,0,0,0,32,0,0,0
1806,641,35,2,20,0,1,10
1807,1876,18,2,21,2,28,3
1808,976,27,2,12,4,53,30
1809,139,59,2,19,0,73,10
1810,302,34,8,12,1,13,10
1811,2577,774,9,7,3,629,7
1812,2372,30,1,13,1,5,20
1813,2238,40,0,32,4,13,8
1814,1115,337,2,24,3,38,15
1815,13418,148,2,19,10,1,16
1816,5905,153,2,24,6,128,21
1817,10765,229,5,18,7,117,3
1818,266,20,3,11,1,21,19
1819,1447,23,3,18,4,12,4
1820,682,14,3,23,0,2,4
1821,235,39,8,8,0,11,7
1822,508,15,1,11,4,6,12
1823,338,21,0,15,2,2,4
1824,6585,63,9,12,7,23,26
1825,3186,27,2,10,6,14,16
1826,623,242,9,23,6,0,7
1827,554,24,3,12,1,19,21
1828,258,58,0,39,0,41,10
1829,591,142,1,39,1,51,8
1830,244,34,5,19,0,5,10
1831,22008,865,65,25,14,3003,28
1832,436,22,3,16,2,12,22
1833,300,7,10,12,0,6,4
1834,5592,123,0,34,1,175,7
1835,1851,258,1,33,3,232,13
1836,823,307,1,24,3,123,10
1837,533,5,1,7,3,1,4
1838,650,22,2,7,0,8,4
1839,129,4,1,2,0,3,4
1840,1734,36,2,12,3,25,12
1841,180,19,1,16,0,5,7
1842,723,103,0,27,2,63,6
1843,6416,134,2,19,29,2,6
1844,0,0,0,31,0,0,0
1845,3747,146,8,41,5,117,5
1846,367,6,0,11,0,15,4
1847,683,74,1,14,0,59,11
1848,330,8,3,13,0,11,4
1849,837,11,0,14,0,7,9
1850,2473,560,2,20,3,409,27
1851,2518,14,2,21,5,17,15
1852,6923,130,4,13,5,46,19
1853,373,86,4,19,4,67,16
1854,39987,1089,1,29,5,3,8
1855,2430,112,2,12,5,84,20
1856,3592,106,5,25,6,9,20
1857,0,0,0,20,0,0,0
1858,213,38,5,11,2,53,17
1859,463,25,13,14,1,111,18
1860,12033,452,10,16,8,474,20
1861,814,25,2,11,2,19,5
1862,136,4,3,9,0,3,5
1863,691,61,23,6,2,40,9
1864,750,15,1,13,0,12,6
1865,318,19,0,18,0,8,9
1866,0,0,0,17,0,0,0
1867,4174,106,16,45,7,16,15
1868,105,25,17,12,1,47,12
1869,180,142,0,9,1,135,8
1870,2113,32,0,8,7,17,15
1871,0,0,0,17,0,0,0
1872,3407,16,0,13,3,10,11
1873,596,13,1,6,1,8,8
1874,170,31,6,13,0,19,7
1875,904,128,4,14,3,0,10
1876,5916,75,6,12,6,103,32
1877,3503,193,2,36,4,8,32
1878,4303,62,2,12,8,37,19
1879,11711,232,1,20,3,378,2
1880,790,126,0,16,3,82,22
1881,7292,51,3,16,5,38,11
1882,1355,49,6,7,1,35,10
1883,3105,90,7,13,0,79,7
1884,416,189,2,7,4,5,6
1885,11147,312,3,66,6,2,26
1886,16479,305,2,36,8,195,15
1887,1854,29,5,18,3,17,19
1888,1094,304,11,16,0,8,6
1889,5636,19,1,17,6,4,14
1890,5305,31,0,29,4,6,8
1891,2212,193,28,5,4,831,19
1892,27516,298,5,18,10,181,10
1893,5210,140,1,50,7,7,16
1894,187,21,20,12,3,13,28
1895,601,16,7,4,3,8,6
1896,1408,14,5,17,3,11,5
1897,3589,57,10,23,7,17,5
1898,1306,30,4,14,0,17,10
1899,31295,792,26,16,14,55,43
1900,2041,37,3,27,4,12,20
1901,1814,46,0,20,4,381,4
1902,1362,26,1,14,5,11,5
1903,7180,41,13,15,7,127,6
1904,8415,109,15,13,9,1,15
1905,996,24,2,16,4,2,14
1906,604,9,0,30,1,10,7
1907,30580,206,49,16,14,7,15
1908,1225,12,0,5,0,56,8
1909,1379,347,0,25,4,11,12
1910,3511,118,4,10,2,165,13
1911,3331,46,4,28,5,3,3
1912,1137,28,16,8,4,11,5
1913,247,6,5,9,0,4,4
1914,134,18,2,17,0,2,7
1915,4134,140,23,17,8,135,35
1916,3088,18,0,20,2,19,4
1917,1701,28,1,19,2,1,22
1918,1692,37,1,12,1,44,7
1919,1794,32,4,14,2,19,17
1920,18363,653,79,8,7,41,31
1921,839,57,3,21,1,5,13
1922,10408,428,4,14,5,415,11
1923,1138,38,2,14,2,60,24
1924,212,18,0,26,0,18,8
1925,4639,342,1,15,6,464,8
1926,7827,91,24,5,7,297,16
1927,3255,328,13,25,6,384,6
1928,642,41,6,24,2,8,10
1929,16861,292,35,10,10,21,17
1930,1729,66,0,24,2,32,9
1931,5296,140,3,18,6,27,15
1932,12181,792,45,12,11,723,20
1933,4875,74,3,29,6,47,9
1934,0,0,0,14,0,0,0
1935,17242,46,0,35,8,22,5
1936,0,0,0,18,0,0,0
1937,316,20,0,7,3,0,8
1938,350,759,31,7,4,734,13
1939,2671,40,4,34,5,14,9
1940,191,23,3,22,0,4,8
1941,385,39,7,10,0,0,8
1942,1358,173,0,16,4,113,7
1943,869,24,18,9,3,27,4
1944,2162,80,4,23,6,38,31
1945,3339,269,16,18,8,3,16
1946,17769,447,32,10,11,7,31
1947,0,0,0,23,0,0,0
1948,175,11,1,12,3,9,6
1949,3627,33,1,20,5,1,12
1950,471,244,10,24,6,339,7
1951,2306,77,5,15,2,95,4
1952,5835,58,0,15,3,7,15
1953,737,40,12,46,3,16,5
1954,7699,54,1,7,7,26,6
1955,2592,66,3,15,2,26,17
1956,1557,34,3,23,1,10,4
1957,1606,67,29,13,6,78,9
1958,1075,56,33,18,1,70,10
1959,533,16,2,10,1,3,15
1960,191,212,58,6,0,194,9
1961,3176,32,0,14,5,16,12
1962,0,0,0,63,0,0,0
1963,0,0,0,13,0,3,0
1964,869,25,0,14,2,8,14
1965,751,18,1,35,0,3,17
1966,947,22,0,5,4,7,6
1967,2104,41,1,9,4,17,7
1968,2223,69,11,17,4,48,57
1969,0,0,0,9,0,3,0
1970,4473,43,5,16,3,113,8
1971,4526,30,7,14,2,30,15
1972,4091,51,12,12,6,41,13
1973,187,6,1,14,2,5,10
1974,213,354,40,15,2,327,14
1975,1793,38,0,33,0,0,4
1976,6829,659,0,16,7,504,19
1977,1606,12,1,16,2,16,8
1978,391,73,7,56,5,16,7
1979,3140,37,2,23,8,8,20
1980,885,237,0,17,3,196,10
1981,732,20,8,7,2,7,6
1982,2459,14,1,16,1,22,10
1983,5109,14,0,16,6,8,6
1984,6002,101,16,13,7,2,11
1985,4250,26,0,11,6,31,20
1986,2205,297,0,41,6,157,6
1987,1033,53,17,22,2,52,6
1988,196,32,2,19,3,7,13
1989,368,11,3,38,2,16,11
1990,460,6,0,27,1,4,4
1991,4403,63,1,19,6,2,23
1992,4278,292,8,20,8,36,29
1993,2422,30,0,17,4,16,12
1994,55955,318,18,8,8,1,13
1995,6448,21,0,17,6,13,8
1996,730,13,0,18,1,139,4
1997,524,10,0,6,0,2,6
1998,903,740,1,23,5,7,11
1999,1035,25,14,10,1,14,4
2000,100,17,18,7,1,44,8
2001,131,4,0,12,0,10,4
2002,181,96,2,40,0,35,6
2003,110126,65,3,28,8,41,2
2004,2389,4,1,34,3,6,2
2005,0,0,0,22,0,0,0
2006,306,50,0,84,1,12,4
2007,1644,235,1,18,3,7,10
2008,598,99,10,9,2,91,37
2009,24867,174,5,22,7,11,12
2010,4316,71,10,15,5,80,23
2011,1368,224,9,12,5,241,15
2012,1327,24,2,29,2,24,12
2013,3854,82,12,15,7,40,35
2014,6763,89,2,10,9,23,7
2015,280,6,4,17,0,2,5
2016,1287,39,0,29,3,19,8
2017,7208,53,54,6,6,11673,4
2018,839,55,3,21,6,1,14
2019,2686,41,11,19,3,26,6
2020,3053,104,4,36,5,21,6
2021,287,10,1,17,0,13,4
2022,472,84,0,30,1,59,17
2023,630,25,2,8,4,17,10
2024,414,34,4,25,1,6,7
2025,0,0,0,56,0,0,0
2026,1048,81,0,11,1,70,10
2027,1081,582,1,27,0,0,6
2028,504,9,4,8,0,2,4
2029,0,0,0,11,0,0,0
2030,3405,58,3,17,5,44,8
2031,5658,135,8,8,9,96,15
2032,1412,19,8,6,2,76,2
2033,8903,119,10,7,9,77,16
2034,435,83,32,22,0,49,12
2035,193,30,4,17,2,4,7
2036,323,18,2,22,1,6,6
2037,17229,214,1,22,5,5,21
2038,451,54,7,15,0,39,20
2039,5047,32,4,8,9,79,9
2040,2491,62,12,20,2,6,8
2041,511,135,2,47,4,545,4
2042,768,85,0,39,1,9,12
2043,5708,18,0,12,3,17,12
2044,4601,249,10,27,10,141,22
2045,2395,642,0,22,28,0,6
2046,154,144,0,54,2,1,7
2047,1918,45,9,16,5,24,20
2048,829,128,7,9,1,99,8
2049,1200,239,4,10,2,133,29
2050,12098,102,7,14,5,103,38
2051,4012,210,0,9,5,161,25
2052,3507,140,5,14,6,160,16
2053,2952,19,12,14,6,95,17
2054,5905,48,0,10,3,15,21
2055,507,25,2,15,4,14,11
2056,2289,45,5,12,4,20,25
2057,1175,66,1,27,2,200,13
2058,558,708,11,28,4,31,4
2059,733,200,1,28,2,226,3
2060,1174,21,0,12,6,10,12
2061,483,27,2,16,3,2,8
2062,146,23,5,20,0,5,7
2063,224,596,28,10,1,573,10
2064,2482,21,1,15,7,15,12
2065,4021,229,0,31,8,0,7
2066,2033,214,3,13,0,81,13
2067,482,131,4,26,4,4,4
2068,27531,325,17,15,13,1,17
2069,18855,573,32,12,12,654,61
2070,5779,134,1,28,6,3,24
2071,16971,382,1,16,6,13,20
2072,1720,28,6,20,4,13,26
2073,844,18,0,28,0,10,9
2074,2486,86,1,11,3,57,21
2075,1077,112,3,35,2,90,11
2076,1156,27,5,18,2,18,14
2077,0,0,0,41,0,0,0
2078,1211,26,1,15,1,7,11
2079,743,126,1,19,0,13,11
2080,749,17,1,10,1,5,9
2081,296,11,4,5,0,14,6
2082,2840,58,15,17,5,23,12
2083,2216,65,0,10,5,9,9
2084,808,12,0,28,1,5,4
2085,141,4,0,17,0,7,4
2086,1645,25,6,14,2,9,20
2087,1988,105,5,24,2,9,14
2088,17602,289,0,39,3,157,5
2089,837,25,4,15,0,4,9
2090,2406,114,2,14,5,94,20
2091,1729,84,4,16,3,74,22
2092,150,23,7,15,0,2,7
2093,3820,64,20,5,10,110,4
2094,11301,98,6,7,8,80,32
2095,41370,423,0,43,12,469,13
2096,5348,59,2,22,5,58,13
2097,2918,210,6,36,3,195,27
2098,483,295,0,54,7,191,13
2099,3188,55,13,15,7,28,5
2100,12672,95,0,28,8,114,21
2101,1033,26,4,14,2,20,18
2102,3482,54,11,11,3,39,29
2103,1123,9,0,26,3,5,2
2104,5359,99,21,21,9,58,12
2105,8669,85,7,19,7,72,20
2106,814,645,4,94,4,3,49
2107,69424,607,1,36,27,468,9
2108,2852,43,0,16,3,20,10
2109,5297,51,4,14,8,30,23
2110,716,21,1,14,2,4,11
2111,4797,38,3,30,4,15,11
2112,360,9,2,5,0,9,4
2113,3987,62,7,16,4,84,25
2114,718,14,5,9,0,26,14
2115,1115,100,1,21,4,7,13
2116,2478,25,0,17,4,9,5
2117,5670,184,3,12,7,269,4
2118,1696,14,2,13,3,9,15
2119,366,7,11,6,0,8,4
2120,456,158,9,11,3,142,29
2121,158,16,1,11,0,16,14
2122,6917,75,4,6,5,10,36
2123,4696,77,12,14,9,112,8
2124,1842,57,2,7,1,9,4
2125,554,169,0,29,1,141,13
2126,711,52,1,25,2,48,5
2127,322,78,1,18,0,81,22
2128,272,18,1,25,0,6,8
2129,964,22,0,14,5,1,10
2130,2372,34,3,18,4,19,8
2131,2768,54,9,7,2,46,9
2132,6865,142,14,15,5,247,21
2133,5248,34,0,10,4,8,14
2134,146,94,0,36,0,47,15
2135,2295,132,11,23,6,105,13
2136,306,43,10,23,0,15,9
2137,1048,29,23,14,4,16,18
2138,2644,43,2,14,3,27,13
2139,1075,132,1,15,4,243,9
2140,5902,252,8,21,5,209,12
2141,928,20,1,15,2,21,15
2142,391,349,50,9,1,334,10
2143,7559,36,0,18,2,20,9
2144,1286,7,0,11,2,4,2
2145,972,229,2,14,2,37,14
2146,959,18,0,41,0,6,6
2147,10633,126,8,39,5,4,20
2148,0,0,0,29,0,0,0
2149,3440,275,0,48,12,1,4
2150,12265,263,2,26,14,1,6
2151,55262,1387,121,11,18,14754,43
2152,2635,44,6,12,4,139,27
2153,227,191,28,24,1,164,16
2154,2110,48,0,25,5,28,22
2155,868,24,1,21,0,19,22
2156,2013,16,2,52,3,10,10
2157,1481,1264,7,12,2,6,11
2158,2891,37,2,15,3,16,12
2159,5887,272,14,22,10,512,14
2160,9306,409,13,12,7,356,17
2161,0,0,0,15,0,0,0
2162,5043,550,1,52,7,342,20
2163,795,23,14,6,4,11,4
2164,2427,20,0,15,6,20,7
2165,16062,180,31,11,6,5,30
2166,0,0,0,43,0,0,0
2167,9293,360,21,23,7,654,14
2168,25931,328,1,20,8,146,18
2169,0,0,0,28,0,0,0
2170,616,13,0,9,1,14,4
2171,512,34,5,21,2,12,9
2172,6502,60,12,18,6,102,7
2173,884,11,0,12,4,23,15
2174,236,7,6,6,3,3,5
2175,14153,226,3,17,15,98,8
2176,1265,113,4,18,5,0,7
2177,750,60,3,16,2,47,19
2178,0,0,0,31,0,0,0
2179,2607,297,0,28,5,4,10
2180,2577,59,3,16,7,51,11
2181,546,7,0,15,0,10,5
2182,588,15,0,6,1,13,4
2183,5103,82,2,18,6,3,5
2184,7687,32,0,10,4,17,7
2185,376,6,0,4,1,2,4
2186,1136,138,3,49,4,9,19
2187,2880,31,1,3,6,2,15
2188,3592,85,6,16,15,5,5
2189,4877,115,4,23,5,134,18
2190,2303,31,19,12,2,65,12
2191,892,153,4,15,0,64,10
2192,20609,187,11,15,9,297,8
2193,808,62,1,13,5,37,25
2194,0,0,0,54,0,0,0
2195,1095,18,0,10,4,10,19
2196,724,13,3,5,3,31,5
2197,2618,90,0,47,6,2,12
2198,3818,33,1,14,3,5,13
2199,106,25,2,16,0,2,9
2200,0,0,0,25,0,0,0
2201,1294,39,15,14,3,20,15
2202,3928,19,1,18,2,5,8
2203,1123,26,6,15,13,11,5
2204,495,65,0,70,0,4,3
2205,687,12,0,17,2,4,12
2206,0,0,0,12,0,1,0
2207,104,23,1,13,1,8,7
2208,0,0,0,37,0,0,0
2209,183,4,3,7,1,2,4
2210,23181,689,85,17,10,4845,19
2211,2358,19,0,11,5,7,6
2212,196,279,35,10,0,260,8
2213,17590,930,38,19,12,328,23
2214,1888,17,1,33,2,20,8
2215,0,0,0,32,0,0,0
2216,921,9,0,18,4,8,12
2217,1458,80,18,16,1,6,12
2218,873,69,6,16,2,75,12
2219,1248,26,13,5,4,8,4
2220,4635,45,16,18,5,70,21
2221,2913,95,0,26,6,93,17
2222,566,20,2,32,0,14,17
2223,2118,49,1,18,7,18,14
2224,1560,162,0,25,3,135,9
2225,28373,996,102,7,13,2741,36
2226,2022,42,18,20,5,10,11
2227,27300,289,54,13,8,62,31
2228,459,13,1,20,2,10,14
2229,11972,127,9,8,8,3,18
2230,2559,120,8,13,2,1,8
2231,844,27,1,28,0,5,21
2232,32652,993,1,28,6,3,11
2233,511,193,3,40,2,186,9
2234,1724,98,9,18,6,10,26
2235,634,22,2,12,0,3,17
2236,2026,44,9,20,2,24,17
2237,6906,260,4,15,3,170,9
2238,168,35,5,17,2,3,9
2239,310,39,3,16,3,57,20
2240,1494,25,4,11,3,27,13
2241,6515,41,2,30,8,63,14
2242,1029,333,20,12,1,296,26
2243,6286,153,13,11,4,306,19
2244,4184,215,1,26,7,15,24
2245,6810,155,60,7,8,495,5
2246,1010,135,0,11,3,129,9
2247,2420,36,10,33,4,20,11
2248,1985,99,1,24,4,80,14
2249,2390,72,6,9,4,20,7
2250,517,13,1,9,0,3,6
2251,4444,140,5,16,8,135,9
2252,2697,695,12,10,5,782,12
2253,1020,39,5,10,4,329,9
2254,823,23,4,19,2,16,18
2255,296,28,2,18,1,7,7
2256,185,25,7,6,0,19,8
2257,1526,30,1,13,5,17,9
2258,2767,25,1,24,1,8,9
2259,1031,61,21,9,2,8,9
2260,584,926,0,51,4,4,9
2261,1903,14,2,11,5,10,15
2262,2342,195,8,19,7,6,18
2263,2095,35,3,13,3,21,33
2264,1565,28,3,23,4,136,16
2265,2039,39,2,12,3,16,20
2266,9837,70,0,11,6,23,82
2267,85,5,2,8,0,3,5
2268,4994,169,4,14,3,17,8
2269,1498,34,9,21,2,15,5
2270,855,44,0,23,1,67,4
2271,3299,154,0,34,7,128,3
2272,219,59,1,41,1,3,4
2273,3060,61,2,19,6,37,35
2274,3811,287,0,29,6,138,5
2275,2204,1259,0,46,5,45,6
2276,1058,17,0,12,3,23,5
2277,398,41,1,17,1,4,11
2278,341,9,1,9,0,11,8
2279,1315,32,2,16,2,16,17
2280,242,199,6,10,0,177,7
2281,193,91,3,15,0,81,15
2282,155,4,0,16,0,4,4
2283,4993,308,34,14,6,595,4
2284,21261,102,2,24,11,176,24
2285,370,64,0,72,1,56,11
2286,167,40,1,48,3,20,6
2287,4382,331,1,33,5,232,14
2288,2584,285,0,12,5,281,9
2289,361,9,6,4,1,2,4
2290,11904,61,1,45,3,6,6
2291,5078,150,0,50,17,3,10
2292,321,143,2,46,4,8,2
2293,7125,105,7,13,5,93,19
2294,0,0,0,14,0,1,0
2295,461,38,6,13,0,4,8
2296,1912,27,3,13,1,31,14
2297,1121,37,1,26,1,5,11
2298,5891,125,1,15,3,87,21
2299,0,0,0,28,0,0,0
2300,689,12,0,21,1,4,4
2301,2174,178,0,23,6,177,7
2302,835,33,1,11,4,19,14
2303,606,11,1,9,1,9,4
2304,10714,352,3,26,8,1,11
2305,10929,484,14,11,4,360,53
2306,350,17,1,16,1,24,16
2307,225,13,1,28,2,9,18
2308,1977,88,7,20,5,87,15
2309,1710,338,0,15,4,332,8
2310,741,178,2,32,3,11,16
2311,18512,166,0,22,6,134,11
2312,159,4,1,7,0,7,4
2313,45863,413,8,14,7,401,10
2314,715,34,1,14,1,14,9
2315,3064,35,0,27,4,32,2
2316,645,32,9,10,0,15,7
2317,3119,37,0,12,4,30,20
2318,299,323,5,33,3,7,4
2319,778,12,0,14,0,2,15
2320,543,12,1,16,2,11,13
2321,6418,124,5,10,3,32,5
2322,1212,58,12,33,3,54,16
2323,14131,178,4,32,5,9,22
2324,201,6,0,15,0,7,4
2325,10230,693,0,19,4,896,6
2326,1503,24,3,16,1,11,9
2327,1256,91,0,12,3,7,14
2328,2032,55,0,50,2,14,12
2329,11636,51,0,9,10,15,11
2330,19325,791,5,55,9,101,56
2331,3265,51,37,19,10,29,5
2332,414,10,3,6,2,8,5
2333,0,0,0,30,0,0,0
2334,593,246,0,43,3,6,7
2335,1591,40,1,23,6,28,5
2336,403,38,15,19,0,5,14
2337,2071,36,4,18,3,32,8
2338,7404,152,2,9,6,170,16
2339,815,22,1,10,2,23,9
2340,7578,63,0,20,6,21,23
2341,19891,257,7,11,9,244,13
2342,1733,29,0,29,3,13,9
2343,736,238,31,4,3,4,10
2344,1273,25,0,23,3,8,9
2345,6474,205,7,13,5,96,27
2346,2831,600,36,11,6,6,19
2347,2830,247,4,19,6,4,5
2348,12298,106,51,17,8,175,43
2349,834,38,4,8,1,25,16
2350,2466,40,5,25,5,3,13
2351,390,10,3,19,0,2,5
2352,213,686,33,8,2,670,13
2353,140,62,1,16,0,43,13
2354,609,12,2,34,4,1,5
2355,1268,50,32,18,2,13,11
2356,854,86,0,24,1,8,11
2357,394,11,4,17,0,6,18
2358,12376,137,3,26,7,25,9
2359,9240,65,0,40,11,10,1
2360,472,31,1,15,2,17,12
2361,796,23,24,11,3,32,5
2362,2491,38,3,31,4,13,4
2363,4489,84,5,25,6,4,30
2364,4871,217,3,16,4,461,4
2365,115,609,1,23,1,158,6
2366,9020,300,25,19,10,458,26
2367,1543,38,1,21,4,43,13
2368,500,173,7,7,0,150,7
2369,284,7,0,25,0,9,5
2370,6702,53,9,23,6,3,22
2371,1769,141,0,35,2,93,9
2372,1044,62,0,21,3,4,7
2373,0,0,0,15,0,0,0
2374,1566,38,3,15,13,6,5
2375,13180,269,18,34,12,2,33
2376,1990,65,9,12,0,8,7
2377,1687,52,0,36,2,49,8
2378,15834,153,34,13,7,2,23
2379,460,176,0,45,0,131,5
2380,4873,26,1,33,5,75,9
2381,303,83,0,30,1,0,2
2382,1933,28,1,27,3,18,11
2383,391,9,2,6,1,3,5
2384,3406,98,15,16,4,4,11
2385,535,198,43,8,3,225,15
2386,1175,47,9,28,3,85,29
2387,6774,134,3,29,9,2,10
2388,3808,75,9,15,6,11,4
2389,1270,14,0,25,4,14,13
2390,0,0,0,27,0,0,0
2391,247,11,10,9,0,3,4
2392,837,45,2,7,3,22,9
2393,4074,91,2,11,6,18,13
2394,498,20,3,12,0,4,15
2395,1734,33,1,20,5,22,21
2396,957,29,8,10,1,22,29
2397,520,14,0,8,0,2,5
2398,151,4,1,18,0,6,4
2399,107,415,0,7,0,394,7
2400,4151,40,0,17,4,46,18
2401,0,0,0,51,0,0,0
2402,3084,85,8,18,5,135,6
2403,295,41,0,12,2,29,11
2404,377,487,1,23,3,387,7
2405,373,38,0,15,0,15,7
2406,1694,98,0,31,1,78,8
2407,156,10,0,12,0,2,6
2408,851,238,0,21,2,96,12
2409,2785,63,0,64,1,46,11
2410,525,10,5,35,1,7,4
2411,997,523,9,36,4,16,8
2412,964,30,2,8,1,0,9
2413,1481,41,2,16,4,7,8
2414,2032,27,0,18,8,6,10
2415,1650,29,0,15,5,29,14
2416,0,0,0,32,0,0,0
2417,1703,29,0,17,2,10,17
2418,5231,366,0,21,10,58,5
2419,637,16,2,17,0,11,14
2420,3515,23,3,18,7,16,12
2421,1767,45,3,13,3,20,43
2422,1166,77,5,25,5,22,17
2423,907,16,2,20,1,97,12
2424,446,8,0,15,2,0,7
2425,386,28,1,16,0,15,10
2426,2870,89,0,39,2,11,12
2427,1053,72,2,14,2,60,18
2428,219,6,0,4,0,4,4
2429,254,300,5,20,0,287,13
